Datetime UTC,Site name,Recover folder,AudioMoth #,SD card #,File path,File metadata,File status,Audiomoth temperature,Audiomoth battery,Sample rate,Audiomoth artist ID,File duration,Deployment notes,Sum Rain,Mean Wind Speed,Month,Condition,Sliced File Path
2022-12-16 02:30:00,Opposite Central Pond,recover-20230110,F,7,/mnt/ubna_data_02/recover-20230110/UBNA_007/20221216_023000.WAV,Recorded at 02:30:00 16/12/2022 (UTC) by AudioMoth 249BC30461CBEB1A at medium gain while battery was 4.1V and temperature was 3.1C.,Usable for detection, 3.1C,4.1V,192000,AudioMoth 249BC30461CBEB1A,300.001270833333,Panasonic,0.0,5.909677419354838,12,Normal,ubna_data_02/recover-20230110/UBNA_007/20221216_023000.WAV
2022-07-24 04:00:00,Telephone Field,recover-20220725,F,010,/mnt/ubna_data_01/recover-20220725/UBNA_010/20220724_040000.WAV,Recorded at 04:00:00 24/07/2022 (UTC) by AudioMoth 249BC30461CBEB1A at medium gain while battery was 3.9V and temperature was 25.0C.,Usable for detection,25.0C,3.9V,250000,AudioMoth 249BC30461CBEB1A,1795,Double Battery Pack; Ziploc Bag; New Location,0.0,7.048387096774194,7,Normal,ubna_data_01/recover-20220725/UBNA_010/20220724_040000.WAV
2022-07-23 15:30:00,Telephone Field,recover-20220725,F,010,/mnt/ubna_data_01/recover-20220725/UBNA_010/20220723_153000.WAV,Recorded at 15:30:00 23/07/2022 (UTC) by AudioMoth 249BC30461CBEB1A at medium gain while battery was 3.9V and temperature was 20.7C.,Usable for detection,20.7C,3.9V,250000,AudioMoth 249BC30461CBEB1A,1795,Double Battery Pack; Ziploc Bag; New Location,0.0,5.025806451612904,7,Normal,ubna_data_01/recover-20220725/UBNA_010/20220723_153000.WAV
2022-08-26 13:00:00,Telephone Field,recover-20220828,A,007,/mnt/ubna_data_01/recover-20220828/UBNA_007/20220826_130000.WAV,Recorded at 13:00:00 26/08/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.1V and temperature was 23.4C.,Usable for detection,23.4C,4.1V,192000,AudioMoth 24F3190361CBE990,1795,Using 6 Panasonic AA Ni-MH batteries; Used Acoustic Chime; Uploaded to 8TB drive,0.0,11.05483870967742,8,Extreme Wind,ubna_data_01/recover-20220828/UBNA_007/20220826_130000.WAV
2022-08-30 10:30:00,Telephone Field,recover-20220901,A,1,/mnt/ubna_data_02/recover-20220901/UBNA_001/20220830_103000.WAV,Recorded at 10:30:00 30/08/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 22.6C.,Usable for detection,22.6C,4.0V,192000,AudioMoth 24F3190361CBE990,1795.00127083333,Ikea Batteries,0.0,5.17741935483871,8,Normal,ubna_data_02/recover-20220901/UBNA_001/20220830_103000.WAV
2022-09-23 01:00:00,Telephone Field,recover-20220926,A,7,/mnt/ubna_data_02/recover-20220926/UBNA_007/20220923_010000.WAV,Recorded at 01:00:00 23/09/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.3V and temperature was 27.1C.,Usable for detection,27.1C,4.3V,192000,AudioMoth 24F3190361CBE990,1795.00127083333,Panasonic,0.0,12.30967741935484,9,Extreme Wind,ubna_data_02/recover-20220926/UBNA_007/20220923_010000.WAV
2022-09-28 15:30:00,Telephone Field,recover-20220929,A,1,/mnt/ubna_data_02/recover-20220929/UBNA_001/20220928_153000.WAV,Recorded at 15:30:00 28/09/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 20.9C.,Usable for detection,20.9C,4.0V,192000,AudioMoth 24F3190361CBE990,1795.00127083333,IKEA; Rained less than an inch; Audiomoths held up well.,0.0,7.064516129032259,9,Normal,ubna_data_02/recover-20220929/UBNA_001/20220928_153000.WAV
2022-10-31 04:00:00,Telephone Field,recover-20221110,A,7,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221031_040000.WAV,Recorded at 04:00:00 31/10/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.1V and temperature was 16.0C.,Usable for detection,16.0C,4.1V,192000,AudioMoth 24F3190361CBE990,300.001270833333,Panasonic,0.01,13.216129032258065,10,Extreme Wind and Rain,ubna_data_02/recover-20221110/UBNA_007/20221031_040000.WAV
2022-10-10 01:30:00,Telephone Field,recover-20221010,A,7,/mnt/ubna_data_02/recover-20221010/UBNA_007/20221010_013000.WAV,Recorded at 01:30:00 10/10/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 3.8V and temperature was 25.8C.,Usable for detection,25.8C,3.8V,192000,AudioMoth 24F3190361CBE990,1795.00127083333,IKEA,0.0,5.896774193548388,10,Normal,ubna_data_02/recover-20221010/UBNA_007/20221010_013000.WAV
2022-11-07 11:30:00,Telephone Field,recover-20221110,A,7,/mnt/ubna_data_02/recover-20221110/UBNA_007/20221107_113000.WAV,Recorded at 11:30:00 07/11/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 3.9V and temperature was 7.2C.,Usable for detection, 7.2C,3.9V,192000,AudioMoth 24F3190361CBE990,300.001270833333,Panasonic,0.01,7.680645161290322,11,Extreme Rain,ubna_data_02/recover-20221110/UBNA_007/20221107_113000.WAV
2022-11-19 13:30:00,Telephone Field,recover-20221123,A,1,/mnt/ubna_data_02/recover-20221123/UBNA_001/20221119_133000.WAV,Recorded at 13:30:00 19/11/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 0.1C.,Usable for detection, 0.1C,4.0V,192000,AudioMoth 24F3190361CBE990,300.001270833333,Panasonic,0.0,4.109677419354838,11,Normal,ubna_data_02/recover-20221123/UBNA_001/20221119_133000.WAV
2022-12-23 14:30:00,Telephone Field,recover-20230110,A,11,/mnt/ubna_data_02/recover-20230110/UBNA_011/20221223_143000.WAV,Recorded at 14:30:00 23/12/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.0V and temperature was 1.2C.,Usable for detection, 1.2C,4.0V,192000,AudioMoth 24F3190361CBE990,300.001270833333,Panasonic,0.0,11.867741935483869,12,Extreme Wind,ubna_data_02/recover-20230110/UBNA_011/20221223_143000.WAV
2022-12-16 02:30:00,Telephone Field,recover-20230110,A,11,/mnt/ubna_data_02/recover-20230110/UBNA_011/20221216_023000.WAV,Recorded at 02:30:00 16/12/2022 (UTC) by AudioMoth 24F3190361CBE990 at medium gain while battery was 4.2V and temperature was 3.3C.,Usable for detection, 3.3C,4.2V,192000,AudioMoth 24F3190361CBE990,300.001270833333,Panasonic,0.0,5.909677419354838,12,Normal,ubna_data_02/recover-20230110/UBNA_011/20221216_023000.WAV
