Unnamed: 0	start_time	end_time	low_freq	high_freq	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
0	231.2775	231.2891	25468.0	30247.0	Nyctalus leisleri	0.359	0.592	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
0	231.2775	231.2891	25468.0	30247.0	Nyctalus leisleri	0.359	0.592	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
1	231.6515	231.6635	24609.0	29885.0	Nyctalus leisleri	0.297	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
1	231.6515	231.6635	24609.0	29885.0	Nyctalus leisleri	0.297	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
2	231.9315	231.9459	24609.0	29998.0	Nyctalus leisleri	0.34	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
2	231.9315	231.9459	24609.0	29998.0	Nyctalus leisleri	0.34	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
3	232.4015	232.4206	24609.0	29436.0	Nyctalus leisleri	0.309	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
3	232.4015	232.4206	24609.0	29436.0	Nyctalus leisleri	0.309	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
4	232.7135	232.7302	23750.0	28253.0	Nyctalus leisleri	0.411	0.555	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
4	232.7135	232.7302	23750.0	28253.0	Nyctalus leisleri	0.411	0.555	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
5	233.1445	233.1609	23750.0	29353.0	Nyctalus leisleri	0.381	0.618	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
5	233.1445	233.1609	23750.0	29353.0	Nyctalus leisleri	0.381	0.618	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
6	233.3015	233.3123	26328.0	34940.0	Eptesicus serotinus	0.346	0.641	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
6	233.3015	233.3123	26328.0	34940.0	Eptesicus serotinus	0.346	0.641	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
7	233.4735	233.4853	25468.0	33041.0	Eptesicus serotinus	0.294	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
7	233.4735	233.4853	25468.0	33041.0	Eptesicus serotinus	0.294	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
8	233.7245	233.741	23750.0	27728.0	Nyctalus leisleri	0.487	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
8	233.7245	233.741	23750.0	27728.0	Nyctalus leisleri	0.487	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
9	234.4245	234.4387	24609.0	28987.0	Nyctalus leisleri	0.392	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
9	234.4245	234.4387	24609.0	28987.0	Nyctalus leisleri	0.392	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
10	234.7155	234.7302	23750.0	27984.0	Nyctalus leisleri	0.583	0.678	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
10	234.7155	234.7302	23750.0	27984.0	Nyctalus leisleri	0.583	0.678	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
11	235.0115	235.0279	23750.0	28596.0	Nyctalus leisleri	0.467	0.599	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
11	235.0115	235.0279	23750.0	28596.0	Nyctalus leisleri	0.467	0.599	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
12	235.4245	235.4414	23750.0	28145.0	Nyctalus leisleri	0.389	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
12	235.4245	235.4414	23750.0	28145.0	Nyctalus leisleri	0.389	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
13	235.6915	235.7084	23750.0	27737.0	Nyctalus leisleri	0.53	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
13	235.6915	235.7084	23750.0	27737.0	Nyctalus leisleri	0.53	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
14	236.2545	236.2691	23750.0	29636.0	Nyctalus leisleri	0.408	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
14	236.2545	236.2691	23750.0	29636.0	Nyctalus leisleri	0.408	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
15	236.5535	236.5684	24609.0	27776.0	Nyctalus leisleri	0.498	0.59	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
15	236.5535	236.5684	24609.0	27776.0	Nyctalus leisleri	0.498	0.59	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
16	236.8535	236.8701	24609.0	28802.0	Nyctalus leisleri	0.467	0.551	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
16	236.8535	236.8701	24609.0	28802.0	Nyctalus leisleri	0.467	0.551	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
17	237.1345	237.1536	23750.0	28013.0	Nyctalus leisleri	0.394	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220801/UBNA_004/20220730_053000.WAV	Carp Pond		
