Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
74.2905	74.3021	23750.0	29334.0	Nyctalus leisleri	0.25	0.532	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
74.5335	74.547	23750.0	30120.0	Nyctalus leisleri	0.313	0.587	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
75.0475	75.0624	23750.0	28132.0	Nyctalus leisleri	0.414	0.568	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
75.5905	75.6056	23750.0	28164.0	Nyctalus leisleri	0.418	0.591	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
76.1275	76.14320000000001	23750.0	28336.0	Nyctalus leisleri	0.361	0.51	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
76.3665	76.3805	23750.0	31053.0	Eptesicus serotinus	0.325	0.595	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
81.51650000000001	81.531	22890.0	26916.0	Nyctalus leisleri	0.373	0.53	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
98.6265	98.6412	23750.0	30029.0	Nyctalus leisleri	0.223	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
99.8675	99.8845	23750.0	29536.0	Nyctalus leisleri	0.292	0.504	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
100.5385	100.5554	23750.0	29440.0	Nyctalus leisleri	0.317	0.513	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
101.3445	101.3596	24609.0	30532.0	Nyctalus leisleri	0.299	0.535	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
101.8965	101.9124	23750.0	30187.0	Nyctalus leisleri	0.33	0.559	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
102.2945	102.3095	23750.0	27687.0	Nyctalus leisleri	0.487	0.58	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
103.6595	103.6771	23750.0	27226.0	Nyctalus leisleri	0.402	0.508	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
103.7835	103.7978	23750.0	31135.0	Eptesicus serotinus	0.255	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
103.9945	104.0043	25468.0	32190.0	Nyctalus leisleri	0.364	0.539	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
104.2665	104.2781	24609.0	33793.0	Eptesicus serotinus	0.316	0.588	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
105.0885	105.1045	22890.0	30323.0	Eptesicus serotinus	0.223	0.549	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
107.4775	107.4928	23750.0	27318.0	Nyctalus leisleri	0.64	0.699	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
107.7575	107.774	22890.0	27917.0	Nyctalus leisleri	0.372	0.623	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
108.3205	108.3375	22890.0	27160.0	Nyctalus leisleri	0.455	0.586	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
108.7355	108.7518	22890.0	27233.0	Nyctalus leisleri	0.522	0.621	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
109.0225	109.0398	22890.0	26749.0	Nyctalus leisleri	0.486	0.598	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
109.6965	109.7133	22890.0	26213.0	Nyctalus leisleri	0.468	0.541	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
110.2565	110.2726	22890.0	26346.0	Nyctalus leisleri	0.417	0.536	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
110.9685	110.9826	22031.0	27318.0	Nyctalus leisleri	0.335	0.534	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
139.4955	139.5072	23750.0	28660.0	Nyctalus leisleri	0.276	0.507	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
142.7105	142.7277	22031.0	25900.0	Nyctalus leisleri	0.386	0.502	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
143.2835	143.3024	22031.0	26098.0	Nyctalus leisleri	0.376	0.501	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
145.4555	145.475	22031.0	26518.0	Nyctalus leisleri	0.436	0.516	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
153.6735	153.6881	23750.0	28919.0	Nyctalus leisleri	0.37	0.591	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
158.2615	158.276	22890.0	28146.0	Nyctalus leisleri	0.437	0.591	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
160.9555	160.9699	23750.0	28105.0	Nyctalus leisleri	0.377	0.531	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
162.6265	162.6436	23750.0	27963.0	Nyctalus leisleri	0.406	0.517	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
162.8875	162.9031	23750.0	28637.0	Nyctalus leisleri	0.354	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
163.9345	163.95159999999998	23750.0	27882.0	Nyctalus leisleri	0.469	0.569	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
164.7045	164.7218	23750.0	28689.0	Nyctalus leisleri	0.457	0.576	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
165.9485	165.9672	22890.0	27933.0	Nyctalus leisleri	0.352	0.562	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
166.2465	166.2627	22890.0	26842.0	Nyctalus leisleri	0.48	0.568	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
166.5195	166.5376	22890.0	27485.0	Nyctalus leisleri	0.412	0.542	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
167.0775	167.0961	22031.0	27599.0	Nyctalus leisleri	0.269	0.509	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
168.0445	168.0585	22890.0	28051.0	Nyctalus leisleri	0.402	0.618	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
168.6045	168.6225	22031.0	26153.0	Nyctalus leisleri	0.406	0.504	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
189.0295	189.0437	22890.0	28691.0	Nyctalus leisleri	0.387	0.587	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
189.8025	189.8196	23750.0	29923.0	Nyctalus leisleri	0.218	0.55	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
190.0725	190.0868	23750.0	28069.0	Nyctalus leisleri	0.408	0.588	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
190.3345	190.3509	23750.0	27273.0	Nyctalus leisleri	0.475	0.563	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
190.5955	190.6111	22890.0	27378.0	Nyctalus leisleri	0.595	0.665	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
190.8705	190.8846	23750.0	27209.0	Nyctalus leisleri	0.523	0.591	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
191.9635	191.9798	23750.0	27466.0	Nyctalus leisleri	0.526	0.594	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
223.0975	223.115	22890.0	28525.0	Nyctalus leisleri	0.29	0.508	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
223.3825	223.398	23750.0	28630.0	Nyctalus leisleri	0.437	0.582	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
223.7845	223.8007	23750.0	27317.0	Nyctalus leisleri	0.509	0.59	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
224.0495	224.0652	23750.0	28004.0	Nyctalus leisleri	0.591	0.703	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
224.4565	224.4728	22890.0	26970.0	Nyctalus leisleri	0.545	0.62	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
224.7335	224.7507	22890.0	27638.0	Nyctalus leisleri	0.382	0.502	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
225.2945	225.3099	23750.0	27225.0	Nyctalus leisleri	0.557	0.644	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
253.7935	253.8083	22890.0	29054.0	Nyctalus leisleri	0.218	0.591	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
255.2015	255.216	24609.0	28706.0	Nyctalus leisleri	0.395	0.54	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
256.0215	256.0348	23750.0	29343.0	Nyctalus leisleri	0.336	0.58	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
256.5705	256.5832	23750.0	28594.0	Nyctalus leisleri	0.355	0.563	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
257.2415	257.2534	23750.0	28256.0	Nyctalus leisleri	0.425	0.561	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
261.6815	261.6963	22890.0	28443.0	Nyctalus leisleri	0.354	0.542	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
267.9295	267.9459	22890.0	26603.0	Nyctalus leisleri	0.536	0.593	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
274.8855	274.8993	24609.0	29562.0	Nyctalus leisleri	0.349	0.529	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
277.8365	277.8518	22890.0	27920.0	Nyctalus leisleri	0.313	0.567	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
279.4275	279.4403	22890.0	28632.0	Nyctalus leisleri	0.228	0.526	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
280.4095	280.4232	22890.0	28253.0	Nyctalus leisleri	0.274	0.538	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
281.2035	281.2172	23750.0	28854.0	Nyctalus leisleri	0.398	0.588	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
310.3005	310.3181	24609.0	27599.0	Nyctalus leisleri	0.481	0.549	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
310.7245	310.7414	24609.0	27258.0	Nyctalus leisleri	0.456	0.534	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
310.9895	311.007	23750.0	27732.0	Nyctalus leisleri	0.425	0.55	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
311.5115	311.5276	23750.0	28367.0	Nyctalus leisleri	0.555	0.687	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
312.0555	312.07	23750.0	29319.0	Nyctalus leisleri	0.419	0.667	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
312.4585	312.4742	23750.0	27831.0	Nyctalus leisleri	0.572	0.671	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
312.9965	313.0128	23750.0	28488.0	Nyctalus leisleri	0.392	0.564	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
313.2695	313.2867	24609.0	26812.0	Nyctalus leisleri	0.485	0.563	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
314.4735	314.4931	23750.0	27314.0	Nyctalus leisleri	0.469	0.524	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
315.8005	315.8181	23750.0	27397.0	Nyctalus leisleri	0.434	0.542	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
316.0695	316.0868	22890.0	27433.0	Nyctalus leisleri	0.39	0.554	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
316.6325	316.6465	23750.0	27309.0	Nyctalus leisleri	0.537	0.627	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
317.6315	317.6468	22890.0	27470.0	Nyctalus leisleri	0.414	0.578	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
359.6175	359.6327	22031.0	27178.0	Nyctalus leisleri	0.353	0.52	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
363.3415	363.3544	22031.0	28283.0	Nyctalus leisleri	0.277	0.625	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
363.6055	363.6203	22031.0	27546.0	Nyctalus noctula	0.183	0.523	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
364.1435	364.1604	22890.0	27719.0	Nyctalus leisleri	0.407	0.539	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
364.5545	364.5677	23750.0	28295.0	Nyctalus leisleri	0.332	0.545	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
365.3595	365.3734	23750.0	29275.0	Nyctalus leisleri	0.319	0.6	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
365.7915	365.805	23750.0	28788.0	Nyctalus leisleri	0.333	0.549	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
367.9345	367.9497	23750.0	28609.0	Nyctalus leisleri	0.326	0.533	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
675.5255	675.5419	22890.0	27472.0	Nyctalus leisleri	0.389	0.59	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
676.0625	676.0781	22890.0	27512.0	Nyctalus leisleri	0.462	0.6	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
683.7215	683.7321	23750.0	31105.0	Nyctalus leisleri	0.233	0.568	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
684.1605	684.1757	24609.0	28885.0	Nyctalus leisleri	0.455	0.57	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
687.7065	687.7249	22890.0	30513.0	Eptesicus serotinus	0.233	0.532	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
688.6175	688.6359	22890.0	27558.0	Nyctalus leisleri	0.393	0.502	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
689.6565	689.6747	22031.0	26969.0	Nyctalus leisleri	0.353	0.546	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
689.9325	689.9537	22031.0	27605.0	Nyctalus noctula	0.26	0.505	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
692.0225	692.0406	22031.0	26684.0	Nyctalus noctula	0.215	0.501	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
703.5645	703.5822000000001	22031.0	26818.0	Nyctalus leisleri	0.442	0.547	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
718.0555	718.0718	22890.0	25857.0	Nyctalus leisleri	0.472	0.532	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
719.4235	719.4417	22031.0	26209.0	Nyctalus leisleri	0.452	0.532	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
721.6375	721.6585	22031.0	28787.0	Nyctalus noctula	0.251	0.501	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
722.9535	722.9703	22890.0	28727.0	Nyctalus leisleri	0.331	0.529	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
723.3635	723.3916	21171.0	29048.0	Nyctalus noctula	0.362	0.509	-1	Echolocation	/mnt/ubna_data_02/recover-20220908/UBNA_004/20220907_063000.WAV	Carp Pond	recover-20220908	4
