Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
109.9015	109.9212	22890.0	26690.0	Nyctalus leisleri	0.466	0.513	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
307.2655	307.2815	26328.0	29586.0	Nyctalus leisleri	0.452	0.528	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
332.2635	332.2794	23750.0	27424.0	Nyctalus leisleri	0.592	0.65	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
332.5025	332.5176	23750.0	27899.0	Nyctalus leisleri	0.572	0.641	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
332.7415	332.757	23750.0	27348.0	Nyctalus leisleri	0.598	0.677	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
333.1055	333.1224	23750.0	27148.0	Nyctalus leisleri	0.48	0.549	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
333.3525	333.3682	23750.0	27716.0	Nyctalus leisleri	0.585	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
333.7135	333.7302	23750.0	27812.0	Nyctalus leisleri	0.51	0.59	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
333.9615	333.9794	23750.0	27105.0	Nyctalus leisleri	0.554	0.623	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
334.2045	334.2183	23750.0	28904.0	Nyctalus leisleri	0.533	0.652	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
334.6825	334.6999	22890.0	26847.0	Nyctalus leisleri	0.538	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
335.0545	335.0709	23750.0	27213.0	Nyctalus leisleri	0.556	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
335.2995	335.3149	22890.0	27402.0	Nyctalus leisleri	0.562	0.671	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
335.5435	335.5587	23750.0	28783.0	Nyctalus leisleri	0.519	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
335.7855	335.8023	23750.0	27131.0	Nyctalus leisleri	0.565	0.623	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
336.2845	336.3043	22890.0	26883.0	Nyctalus leisleri	0.447	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
336.6575	336.6737	23750.0	26545.0	Nyctalus leisleri	0.602	0.654	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
336.9055	336.922	23750.0	26648.0	Nyctalus leisleri	0.614	0.668	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
337.1615	337.1779	23750.0	26626.0	Nyctalus leisleri	0.657	0.709	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
337.4165	337.4327	22890.0	26792.0	Nyctalus leisleri	0.675	0.724	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
337.6665	337.6827	22890.0	26617.0	Nyctalus leisleri	0.605	0.664	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
337.9285	337.9446	23750.0	26029.0	Nyctalus leisleri	0.63	0.697	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
338.4455	338.46320000000003	22890.0	26293.0	Nyctalus leisleri	0.606	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
338.7085	338.7248	23750.0	27424.0	Nyctalus leisleri	0.552	0.66	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
339.2215	339.2376	23750.0	28900.0	Nyctalus leisleri	0.367	0.586	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
340.3345	340.3543	23750.0	27254.0	Nyctalus leisleri	0.443	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
340.8675	340.8852	24609.0	27439.0	Nyctalus leisleri	0.524	0.588	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
341.5125	341.5305	23750.0	28169.0	Nyctalus leisleri	0.538	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
342.0385	342.0554	23750.0	28009.0	Nyctalus leisleri	0.416	0.547	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
342.5855	342.6055	23750.0	27626.0	Nyctalus leisleri	0.501	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
596.2145	596.2219	40937.0	48734.0	Pipistrellus nathusii	0.539	0.57	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
596.5045	596.5138	40937.0	52264.0	Pipistrellus nathusii	0.478	0.621	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
596.6085	596.6181	40078.0	46753.0	Pipistrellus nathusii	0.541	0.602	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
596.7955	596.8049	40937.0	50169.0	Pipistrellus nathusii	0.455	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
597.3765	597.3859	40937.0	51292.0	Pipistrellus nathusii	0.486	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
616.7905	616.8107	23750.0	27573.0	Nyctalus leisleri	0.475	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
618.5165	618.5369	23750.0	27133.0	Nyctalus leisleri	0.501	0.564	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
620.3755	620.395	23750.0	27184.0	Nyctalus leisleri	0.458	0.52	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
620.9495	620.9669	23750.0	26154.0	Nyctalus leisleri	0.722	0.754	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
621.2495	621.2676	22890.0	26196.0	Nyctalus leisleri	0.627	0.67	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
621.5235	621.5388	23750.0	27290.0	Nyctalus leisleri	0.53	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
621.8135	621.8299	22890.0	26025.0	Nyctalus leisleri	0.654	0.677	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
622.3685	622.3863	22890.0	27013.0	Nyctalus leisleri	0.531	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
622.8475	622.8594	25468.0	30881.0	Nyctalus leisleri	0.324	0.525	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
623.4785	623.4934	23750.0	29660.0	Nyctalus leisleri	0.273	0.513	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
624.7365	624.7482	25468.0	32177.0	Eptesicus serotinus	0.279	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
625.0595	625.0674	39218.0	47162.0	Pipistrellus nathusii	0.637	0.68	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
625.9475	625.9557	38359.0	45814.0	Pipistrellus nathusii	0.557	0.603	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
626.0375	626.0484	36640.0	44023.0	Pipistrellus nathusii	0.235	0.579	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
626.4225	626.4365	23750.0	29471.0	Eptesicus serotinus	0.242	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
626.5175	626.5275	35781.0	41578.0	Pipistrellus nathusii	0.393	0.604	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
651.4605	651.4787	18593.0	22258.0	Nyctalus noctula	0.362	0.554	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
653.2745	653.2882	18593.0	23005.0	Nyctalus noctula	0.403	0.563	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
654.6285	654.6441	21171.0	23844.0	Nyctalus leisleri	0.646	0.682	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
864.9685	864.9805	37500.0	43824.0	Pipistrellus nathusii	0.541	0.614	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
865.2715	865.2819	35781.0	44752.0	Pipistrellus nathusii	0.447	0.551	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
866.3205	866.3328	37500.0	42996.0	Pipistrellus nathusii	0.466	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
866.6165	866.6252	36640.0	46785.0	Pipistrellus nathusii	0.536	0.665	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
866.9215	866.9309	36640.0	48931.0	Pipistrellus nathusii	0.517	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
867.2325	867.2422	37500.0	48374.0	Pipistrellus nathusii	0.533	0.627	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
867.5515	867.5601	36640.0	48965.0	Pipistrellus nathusii	0.574	0.718	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
868.0635	868.0728	36640.0	43005.0	Pipistrellus nathusii	0.521	0.607	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
871.6925	871.7005	37500.0	44917.0	Pipistrellus nathusii	0.581	0.614	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
872.7505	872.7611	36640.0	47328.0	Pipistrellus nathusii	0.365	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1149.8755	1149.8821	26328.0	39808.0	Eptesicus serotinus	0.52	0.704	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1150.2775	1150.2885	23750.0	35566.0	Nyctalus leisleri	0.38	0.659	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1150.6845	1150.6945	23750.0	33506.0	Nyctalus leisleri	0.285	0.537	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1150.8655	1150.8754	28906.0	35050.0	Nyctalus leisleri	0.319	0.534	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1151.0315	1151.0417	23750.0	36327.0	Nyctalus leisleri	0.507	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1151.3935	1151.4024	23750.0	37032.0	Nyctalus leisleri	0.423	0.674	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1151.8175	1151.8265	24609.0	33784.0	Nyctalus leisleri	0.413	0.663	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1151.9585	1151.9681	28046.0	35211.0	Nyctalus leisleri	0.434	0.615	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.2225	1152.2303	25468.0	33262.0	Nyctalus leisleri	0.45	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.3565	1152.3658	29765.0	36697.0	Nyctalus leisleri	0.38	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.6005	1152.6078	28906.0	37852.0	Nyctalus leisleri	0.348	0.649	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.7105	1152.718	31484.0	41191.0	Eptesicus serotinus	0.328	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.8425	1152.8507	29765.0	39962.0	Eptesicus serotinus	0.335	0.518	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1152.9635	1152.9705	29765.0	38716.0	Nyctalus leisleri	0.297	0.556	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.2635	1153.2688	28906.0	41608.0	Eptesicus serotinus	0.342	0.543	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.3815	1153.387	29765.0	41622.0	Eptesicus serotinus	0.469	0.605	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.4585	1153.4641	29765.0	42372.0	Eptesicus serotinus	0.446	0.601	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.5375	1153.543	28906.0	41765.0	Eptesicus serotinus	0.402	0.572	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.6065	1153.6108	28046.0	43297.0	Eptesicus serotinus	0.414	0.66	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.6575	1153.6622	27187.0	43687.0	Eptesicus serotinus	0.287	0.61	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.7055	1153.7102	25468.0	44504.0	Eptesicus serotinus	0.289	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.7515	1153.7565	27187.0	42502.0	Eptesicus serotinus	0.335	0.622	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1153.7925	1153.7969	28046.0	45681.0	Eptesicus serotinus	0.32	0.653	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1155.0585	1155.0657	27187.0	44064.0	Nyctalus leisleri	0.602	0.748	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1155.1605	1155.1664	26328.0	41163.0	Eptesicus serotinus	0.318	0.643	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
1157.3715	1157.3816	26328.0	37643.0	Eptesicus serotinus	0.507	0.619	-1	Echolocation	/mnt/ubna_data_01/recover-20220728/UBNA_008/20220728_100000.WAV	Central Pond	recover-20220728	UBNA_008
