Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
14.7255	14.7301	45234.0	61314.0	Pipistrellus pipistrellus	0.519	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
16.3345	16.3473	26328.0	31576.0	Nyctalus leisleri	0.353	0.655	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
28.4085	28.4143	45234.0	56405.0	Pipistrellus pipistrellus	0.449	0.689	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
29.7045	29.7098	39218.0	59771.0	Myotis daubentonii	0.266	0.514	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
29.8445	29.8497	40078.0	57118.0	Myotis daubentonii	0.237	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
29.8985	29.904	40078.0	55681.0	Myotis daubentonii	0.241	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.1945	30.2006	38359.0	66860.0	Myotis daubentonii	0.324	0.516	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.3815	30.3869	43515.0	64891.0	Pipistrellus pipistrellus	0.523	0.581	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.5685	30.5737	44375.0	64583.0	Pipistrellus pipistrellus	0.61	0.667	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.6075	30.6151	37500.0	76328.0	Myotis daubentonii	0.367	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.6565	30.6612	45234.0	63740.0	Pipistrellus pipistrellus	0.609	0.654	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.7795	30.7866	36640.0	72533.0	Myotis daubentonii	0.344	0.526	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.8385	30.8431	45234.0	62250.0	Pipistrellus pipistrellus	0.524	0.546	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
30.9345	30.9387	45234.0	60827.0	Pipistrellus pipistrellus	0.531	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.0285	31.0347	36640.0	72583.0	Myotis daubentonii	0.4	0.531	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.1875	31.1942	43515.0	59704.0	Pipistrellus pipistrellus	0.419	0.502	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.2685	31.2739	43515.0	49062.0	Pipistrellus pipistrellus	0.477	0.503	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.3395	31.3472	47812.0	61722.0	Pipistrellus pipistrellus	0.496	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.3875	31.3927	45234.0	61222.0	Pipistrellus pipistrellus	0.627	0.677	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.4185	31.4254	47812.0	58247.0	Pipistrellus pipistrellus	0.523	0.535	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.5035	31.51	45234.0	58623.0	Pipistrellus pipistrellus	0.631	0.674	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.5395	31.5474	42656.0	46870.0	Pipistrellus pipistrellus	0.463	0.506	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.5685	31.5741	46953.0	57499.0	Pipistrellus pipistrellus	0.502	0.511	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.6485	31.6557	46953.0	63540.0	Pipistrellus pipistrellus	0.521	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.7375	31.7449	45234.0	56129.0	Pipistrellus pipistrellus	0.534	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.7905	31.7954	46093.0	59113.0	Pipistrellus pipistrellus	0.643	0.66	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.8195	31.8284	46093.0	61671.0	Pipistrellus pipistrellus	0.524	0.587	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.8975	31.907	46093.0	62537.0	Pipistrellus pipistrellus	0.525	0.593	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
31.9565	31.9618	47812.0	57611.0	Pipistrellus pipistrellus	0.577	0.583	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
32.2745	32.2796	47812.0	61875.0	Pipistrellus pipistrellus	0.493	0.548	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
32.3435	32.3481	47812.0	61359.0	Pipistrellus pipistrellus	0.453	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
32.7875	32.7925	43515.0	58052.0	Pipistrellus pipistrellus	0.285	0.574	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
32.8655	32.8703	45234.0	59805.0	Pipistrellus pipistrellus	0.398	0.537	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.0285	33.0363	43515.0	51901.0	Pipistrellus pipistrellus	0.356	0.522	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.2475	33.2556	41796.0	54402.0	Pipistrellus nathusii	0.384	0.562	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.4315	33.4399	40078.0	59435.0	Pipistrellus nathusii	0.299	0.503	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.8015	33.8122	45234.0	58702.0	Pipistrellus pipistrellus	0.434	0.556	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.9235	33.9308	40937.0	61563.0	Pipistrellus nathusii	0.281	0.511	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
33.9795	33.9892	45234.0	61272.0	Pipistrellus pipistrellus	0.429	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
34.1055	34.1124	44375.0	55619.0	Pipistrellus pipistrellus	0.365	0.561	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
34.2105	34.216300000000004	47812.0	54329.0	Pipistrellus pipistrellus	0.582	0.602	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
34.2945	34.3054	45234.0	60056.0	Pipistrellus pipistrellus	0.38	0.511	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
34.7305	34.741	46953.0	60572.0	Pipistrellus pipistrellus	0.431	0.571	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
35.0575	35.0695	45234.0	55632.0	Pipistrellus pipistrellus	0.443	0.54	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
35.1165	35.1255	42656.0	49441.0	Pipistrellus pipistrellus	0.213	0.509	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
35.2165	35.2235	45234.0	54347.0	Pipistrellus pipistrellus	0.423	0.516	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
35.4455	35.4508	43515.0	55058.0	Pipistrellus pipistrellus	0.462	0.525	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
35.7665	35.7727	46953.0	56829.0	Pipistrellus pipistrellus	0.542	0.56	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
36.2355	36.243	39218.0	63962.0	Pipistrellus nathusii	0.275	0.502	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
36.5125	36.5235	43515.0	50237.0	Pipistrellus pipistrellus	0.337	0.516	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
51.3055	51.3119	40078.0	58115.0	Myotis daubentonii	0.201	0.505	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
51.4715	51.4775	39218.0	59806.0	Myotis daubentonii	0.276	0.513	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
51.5445	51.5509	38359.0	64686.0	Myotis daubentonii	0.348	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
52.0735	52.0803	38359.0	66826.0	Myotis daubentonii	0.276	0.516	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
61.4405	61.4588	27187.0	29830.0	Nyctalus leisleri	0.466	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.2675	65.2719	47812.0	60433.0	Pipistrellus pipistrellus	0.469	0.506	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.5335	65.5382	46093.0	58061.0	Pipistrellus pipistrellus	0.379	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.6365	65.642	38359.0	54593.0	Myotis daubentonii	0.272	0.543	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.6605	65.6791	26328.0	28743.0	Nyctalus leisleri	0.432	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.8515	65.858	40078.0	61672.0	Myotis daubentonii	0.202	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
65.9455	65.9517	40937.0	61098.0	Pipistrellus nathusii	0.206	0.547	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
66.4965	66.5056	42656.0	55655.0	Pipistrellus nathusii	0.256	0.526	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
66.5945	66.5999	44375.0	49664.0	Pipistrellus pipistrellus	0.474	0.553	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
66.7715	66.7784	40937.0	48980.0	Pipistrellus nathusii	0.428	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
69.3355	69.3418	40937.0	53896.0	Pipistrellus nathusii	0.223	0.505	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
69.8385	69.8462	41796.0	50136.0	Pipistrellus nathusii	0.472	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
69.9405	69.9487	40937.0	48343.0	Pipistrellus nathusii	0.412	0.527	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.0405	70.0509	40078.0	52838.0	Pipistrellus nathusii	0.52	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.1545	70.161	40078.0	48185.0	Pipistrellus nathusii	0.601	0.624	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.2505	70.2591	40078.0	46494.0	Pipistrellus nathusii	0.508	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.35849999999999	70.3682	40937.0	50862.0	Pipistrellus nathusii	0.637	0.66	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.5455	70.5546	40078.0	49567.0	Pipistrellus nathusii	0.601	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.6445	70.6554	40078.0	51386.0	Pipistrellus nathusii	0.653	0.681	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.7535	70.7634	39218.0	53828.0	Pipistrellus nathusii	0.614	0.655	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.8655	70.8755	39218.0	52992.0	Pipistrellus nathusii	0.643	0.682	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
70.9765	70.9869	40078.0	57194.0	Pipistrellus nathusii	0.549	0.634	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.1675	71.176	38359.0	50872.0	Pipistrellus nathusii	0.671	0.696	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.2705	71.2795	40078.0	58998.0	Pipistrellus nathusii	0.662	0.74	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.3825	71.3917	38359.0	59163.0	Pipistrellus nathusii	0.615	0.67	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.4765	71.4857	37500.0	59305.0	Pipistrellus nathusii	0.545	0.617	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.5665	71.5745	40078.0	60586.0	Pipistrellus nathusii	0.594	0.655	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.6875	71.6958	39218.0	60781.0	Pipistrellus nathusii	0.601	0.658	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.7845	71.7936	38359.0	58107.0	Pipistrellus nathusii	0.551	0.587	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
71.8875	71.8945	39218.0	64471.0	Pipistrellus nathusii	0.499	0.577	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.0985	72.1067	39218.0	65305.0	Pipistrellus nathusii	0.481	0.585	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.2025	72.21000000000001	38359.0	64287.0	Pipistrellus nathusii	0.546	0.618	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.3045	72.3132	39218.0	64481.0	Pipistrellus nathusii	0.467	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.4075	72.4138	37500.0	62271.0	Pipistrellus nathusii	0.298	0.52	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.51050000000001	72.518	38359.0	59505.0	Pipistrellus nathusii	0.408	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.60249999999999	72.6098	40078.0	70202.0	Pipistrellus nathusii	0.489	0.611	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.7035	72.7112	39218.0	61120.0	Pipistrellus nathusii	0.363	0.529	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.8095	72.8165	36640.0	66347.0	Pipistrellus nathusii	0.394	0.593	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
72.9045	72.9113	40078.0	63457.0	Pipistrellus nathusii	0.488	0.583	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
73.2895	73.29560000000001	38359.0	63538.0	Pipistrellus nathusii	0.306	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
73.4585	73.4645	40078.0	65377.0	Pipistrellus nathusii	0.449	0.526	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
73.8015	73.8078	34062.0	73154.0	Myotis brandtii	0.352	0.506	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
73.9165	73.9235	35781.0	73074.0	Myotis brandtii	0.269	0.505	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.0995	75.1041	39218.0	52260.0	Myotis daubentonii	0.209	0.544	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.2715	75.2771	40937.0	55360.0	Pipistrellus nathusii	0.428	0.563	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.3595	75.36449999999999	38359.0	49308.0	Pipistrellus nathusii	0.239	0.506	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.4555	75.4619	39218.0	56791.0	Pipistrellus nathusii	0.235	0.514	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.5535	75.5594	37500.0	51279.0	Pipistrellus nathusii	0.223	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.6485	75.6538	36640.0	54863.0	Pipistrellus nathusii	0.301	0.557	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
75.7355	75.7416	39218.0	57148.0	Pipistrellus nathusii	0.318	0.596	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
76.5805	76.5956	27187.0	32151.0	Nyctalus leisleri	0.321	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
77.8735	77.8923	26328.0	29768.0	Nyctalus leisleri	0.435	0.5	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
78.5925	78.6087	26328.0	29269.0	Nyctalus leisleri	0.583	0.649	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
120.8535	120.8693	27187.0	30362.0	Nyctalus leisleri	0.438	0.521	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
123.0965	123.1094	27187.0	32913.0	Nyctalus leisleri	0.309	0.65	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
123.2045	123.2153	28046.0	33552.0	Nyctalus leisleri	0.231	0.5	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
123.3775	123.3889	27187.0	33141.0	Nyctalus leisleri	0.282	0.575	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
123.6365	123.6489	27187.0	31826.0	Nyctalus leisleri	0.496	0.665	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
124.0235	124.0396	26328.0	33390.0	Eptesicus serotinus	0.265	0.588	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
124.4245	124.4396	27187.0	32239.0	Nyctalus leisleri	0.268	0.565	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
124.6535	124.6672	27187.0	33391.0	Nyctalus leisleri	0.293	0.626	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
124.9465	124.9606	26328.0	30552.0	Nyctalus leisleri	0.399	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
125.2165	125.2312	27187.0	34070.0	Eptesicus serotinus	0.3	0.607	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
126.1285	126.1443	27187.0	30643.0	Nyctalus leisleri	0.565	0.632	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
126.2225	126.2275	39218.0	52909.0	Myotis daubentonii	0.206	0.514	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
126.7335	126.738	41796.0	51985.0	Pipistrellus nathusii	0.286	0.534	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
127.9375	127.9418	40078.0	57056.0	Myotis daubentonii	0.208	0.52	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
128.3155	128.3211	40937.0	55074.0	Pipistrellus nathusii	0.238	0.528	-1	Echolocation	/mnt/ubna_data_01/recover-20220630_unit2/20220629_083000.WAV	Foliage	recover-20220630_unit2	10
