Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
430.6275	430.6453	26328.0	29259.0	Nyctalus leisleri	0.415	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
431.3575	431.3747	24609.0	28289.0	Nyctalus leisleri	0.574	0.625	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
433.1815	433.1945	26328.0	29327.0	Nyctalus leisleri	0.461	0.569	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
433.4195	433.4337	26328.0	30075.0	Nyctalus leisleri	0.467	0.626	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
433.9135	433.929	25468.0	29878.0	Nyctalus leisleri	0.451	0.585	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
434.4445	434.4678	24609.0	27432.0	Nyctalus leisleri	0.456	0.521	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
435.0705	435.0889	25468.0	29217.0	Nyctalus leisleri	0.475	0.538	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
436.6265	436.6436	25468.0	29396.0	Nyctalus leisleri	0.454	0.554	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
436.7335	436.7542	25468.0	28588.0	Nyctalus leisleri	0.447	0.509	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
437.1205	437.1385	25468.0	30816.0	Nyctalus leisleri	0.256	0.541	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
437.6625	437.6799	25468.0	29247.0	Nyctalus leisleri	0.384	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
445.2135	445.2252	26328.0	33145.0	Eptesicus serotinus	0.272	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
452.1365	452.1491	26328.0	32767.0	Nyctalus leisleri	0.254	0.527	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
534.0285	534.0455	22890.0	26378.0	Nyctalus leisleri	0.55	0.58	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
601.9885	602.0009	26328.0	31717.0	Nyctalus leisleri	0.339	0.519	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
695.0915	695.1066	25468.0	28522.0	Nyctalus leisleri	0.592	0.667	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
695.3615	695.38	25468.0	29035.0	Nyctalus leisleri	0.357	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
805.3795	805.3946	25468.0	28943.0	Nyctalus leisleri	0.477	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
820.4925	820.5122	24609.0	27801.0	Nyctalus leisleri	0.442	0.539	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
823.7805	823.8034	24609.0	28053.0	Nyctalus leisleri	0.419	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
824.4905	824.5071	24609.0	27398.0	Nyctalus leisleri	0.537	0.61	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
826.3955	826.4095	25468.0	30293.0	Nyctalus leisleri	0.472	0.622	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
870.9915	871.0079	26328.0	29934.0	Nyctalus leisleri	0.4	0.502	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
871.7915	871.8071	25468.0	30762.0	Nyctalus leisleri	0.359	0.538	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
873.1565	873.1734	25468.0	29466.0	Nyctalus leisleri	0.308	0.52	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
873.2765	873.2885	27187.0	32462.0	Nyctalus leisleri	0.291	0.582	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
873.7635	873.7789	25468.0	30044.0	Nyctalus leisleri	0.466	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
874.4515	874.4661	25468.0	29244.0	Nyctalus leisleri	0.625	0.719	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
875.7265	875.7457	24609.0	28468.0	Nyctalus leisleri	0.461	0.523	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
877.3035	877.3209	25468.0	27822.0	Nyctalus leisleri	0.501	0.565	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
878.6945	878.7148	24609.0	27712.0	Nyctalus leisleri	0.528	0.589	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
879.3875	879.4076	24609.0	27844.0	Nyctalus leisleri	0.453	0.546	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
900.8115	900.8271	25468.0	30331.0	Nyctalus leisleri	0.421	0.544	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
901.2775	901.2924	25468.0	30961.0	Nyctalus leisleri	0.324	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
904.4465	904.4634	25468.0	30265.0	Nyctalus leisleri	0.329	0.501	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
905.1565	905.1745	25468.0	30694.0	Nyctalus leisleri	0.236	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
905.7365	905.7522	25468.0	30329.0	Nyctalus leisleri	0.364	0.562	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
911.2005	911.2171	24609.0	28810.0	Nyctalus leisleri	0.434	0.605	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1029.6575	1029.6731	25468.0	29088.0	Nyctalus leisleri	0.42	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1086.8575	1086.873	24609.0	29007.0	Nyctalus leisleri	0.368	0.564	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.1845	1127.1924	47812.0	65231.0	Pipistrellus pipistrellus	0.476	0.556	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.4455	1127.4532	46953.0	62001.0	Pipistrellus pipistrellus	0.514	0.594	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.5355	1127.5452	46953.0	65855.0	Pipistrellus pipistrellus	0.481	0.597	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.7335	1127.7427	46093.0	62713.0	Pipistrellus pipistrellus	0.36	0.573	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.8355	1127.8435	46953.0	63148.0	Pipistrellus pipistrellus	0.515	0.658	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1127.9265	1127.9351	46093.0	65536.0	Pipistrellus pipistrellus	0.46	0.598	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.0115	1128.0216	46093.0	68097.0	Pipistrellus pipistrellus	0.425	0.587	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.1215	1128.1282	46953.0	58603.0	Pipistrellus pipistrellus	0.556	0.604	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.2075	1128.2137	46093.0	70341.0	Pipistrellus pipistrellus	0.596	0.733	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.2995	1128.3065	46953.0	59982.0	Pipistrellus pipistrellus	0.621	0.668	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.3795	1128.3909	47812.0	53726.0	Pipistrellus pipistrellus	0.459	0.504	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.4545	1128.4612	46953.0	67195.0	Pipistrellus pipistrellus	0.545	0.63	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.6005	1128.6076	46953.0	64490.0	Pipistrellus pipistrellus	0.405	0.505	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1128.8965	1128.9028	44375.0	66447.0	Pipistrellus pipistrellus	0.46	0.6	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.0385	1129.0452	46093.0	65739.0	Pipistrellus pipistrellus	0.565	0.618	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.2285	1129.2364	46953.0	64351.0	Pipistrellus pipistrellus	0.486	0.589	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.4335	1129.4406	46953.0	64275.0	Pipistrellus pipistrellus	0.592	0.648	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.5255	1129.5314	45234.0	61697.0	Pipistrellus pipistrellus	0.565	0.612	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.6875	1129.6959	46953.0	60327.0	Pipistrellus pipistrellus	0.5	0.562	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.7415	1129.7471	45234.0	68659.0	Pipistrellus pipistrellus	0.571	0.635	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.8005	1129.8056	45234.0	65019.0	Pipistrellus pipistrellus	0.57	0.626	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1129.9545	1129.963	45234.0	63220.0	Pipistrellus pipistrellus	0.434	0.506	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.0705	1130.0778	43515.0	64349.0	Pipistrellus pipistrellus	0.541	0.686	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.2165	1130.2258	45234.0	62188.0	Pipistrellus pipistrellus	0.497	0.616	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.2905	1130.3016	43515.0	65570.0	Pipistrellus pipistrellus	0.449	0.619	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.3765	1130.385	44375.0	63584.0	Pipistrellus pipistrellus	0.481	0.583	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.4545	1130.462	43515.0	64471.0	Pipistrellus pipistrellus	0.365	0.57	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.5315	1130.5374	44375.0	65556.0	Pipistrellus pipistrellus	0.596	0.646	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1130.6115	1130.6182	45234.0	64953.0	Pipistrellus pipistrellus	0.423	0.536	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1131.1755	1131.181	46953.0	60427.0	Pipistrellus pipistrellus	0.543	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1131.2575	1131.2634	45234.0	62461.0	Pipistrellus pipistrellus	0.587	0.639	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1131.5205	1131.526	46093.0	58534.0	Pipistrellus pipistrellus	0.516	0.571	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1131.7085	1131.7164	44375.0	55684.0	Pipistrellus pipistrellus	0.461	0.515	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1239.6575	1239.6704	25468.0	29225.0	Nyctalus leisleri	0.439	0.58	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1240.8675	1240.8808	25468.0	30256.0	Nyctalus leisleri	0.39	0.527	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1241.3595	1241.3727	25468.0	31283.0	Nyctalus leisleri	0.27	0.578	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1243.2115	1243.2247	26328.0	31809.0	Nyctalus leisleri	0.359	0.595	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1243.4595	1243.4764	25468.0	30007.0	Nyctalus leisleri	0.398	0.552	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1244.3055	1244.3197	25468.0	31143.0	Nyctalus leisleri	0.395	0.582	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1244.9105	1244.9216	26328.0	31596.0	Nyctalus leisleri	0.543	0.667	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1248.5835	1248.5983	25468.0	30088.0	Nyctalus leisleri	0.401	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1249.8095	1249.8272	25468.0	31523.0	Nyctalus leisleri	0.251	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1252.7745	1252.7893	24609.0	31793.0	Nyctalus leisleri	0.276	0.543	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1253.9865	1253.9997	25468.0	32236.0	Nyctalus leisleri	0.203	0.525	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1353.4095	1353.4198	27187.0	32972.0	Nyctalus leisleri	0.242	0.524	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1365.8645	1365.8805	26328.0	29143.0	Nyctalus leisleri	0.495	0.582	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1367.7265	1367.7411	27187.0	30434.0	Nyctalus leisleri	0.467	0.582	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1369.5105	1369.5229	27187.0	34438.0	Nyctalus leisleri	0.26	0.607	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1369.7425	1369.7559	27187.0	34003.0	Nyctalus leisleri	0.246	0.604	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1370.2025	1370.214	27187.0	34405.0	Nyctalus leisleri	0.299	0.647	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1371.0235	1371.0366	27187.0	35109.0	Eptesicus serotinus	0.325	0.535	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1371.2595	1371.2708	27187.0	33706.0	Eptesicus serotinus	0.262	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1371.9785	1371.9899	27187.0	34037.0	Nyctalus leisleri	0.367	0.659	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1372.2045	1372.2156	27187.0	35832.0	Eptesicus serotinus	0.296	0.661	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1373.3055	1373.3176	27187.0	32373.0	Nyctalus leisleri	0.34	0.517	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1374.1465	1374.1598	26328.0	33763.0	Eptesicus serotinus	0.291	0.609	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1374.7635	1374.7775	26328.0	31781.0	Nyctalus leisleri	0.324	0.575	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1375.4935	1375.5083	26328.0	30946.0	Nyctalus leisleri	0.478	0.65	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
1375.8455	1375.8598	26328.0	31126.0	Nyctalus leisleri	0.377	0.576	-1	Echolocation	/mnt/ubna_data_01/recover-20220804/UBNA_003/20220804_080000.WAV	Central Pond	recover-20220804	UBNA_003
