Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	event	input_file	Site name	Recover Folder	SD Card
128.1175	128.1266	27187.0	35096.0	Nyctalus leisleri	0.458	0.678	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
128.5575	128.5753	26328.0	29454.0	Nyctalus leisleri	0.635	0.671	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
129.7515	129.7704	25468.0	29293.0	Nyctalus leisleri	0.447	0.518	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
130.1095	130.1256	25468.0	28639.0	Nyctalus leisleri	0.518	0.579	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
130.3555	130.3715	26328.0	28689.0	Nyctalus leisleri	0.517	0.561	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
130.5935	130.6111	26328.0	28998.0	Nyctalus leisleri	0.457	0.53	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
130.8445	130.8654	25468.0	29059.0	Nyctalus leisleri	0.438	0.515	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
131.0975	131.1105	25468.0	29361.0	Nyctalus leisleri	0.424	0.522	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
131.3435	131.3621	25468.0	28313.0	Nyctalus leisleri	0.583	0.642	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
131.5695	131.5836	25468.0	28870.0	Nyctalus leisleri	0.448	0.511	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
131.6915	131.7026	27187.0	32094.0	Nyctalus leisleri	0.48	0.657	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
131.8185	131.83350000000002	26328.0	30274.0	Nyctalus leisleri	0.538	0.668	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.0935	132.1062	26328.0	31892.0	Nyctalus leisleri	0.428	0.619	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.3315	132.3489	26328.0	29396.0	Nyctalus leisleri	0.44	0.502	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.5045	132.5179	24609.0	30478.0	Nyctalus leisleri	0.369	0.523	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.5395	132.5514	27187.0	32168.0	Nyctalus leisleri	0.395	0.655	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.6685	132.6806	26328.0	31396.0	Nyctalus leisleri	0.385	0.67	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.7505	132.769	26328.0	29925.0	Nyctalus leisleri	0.393	0.505	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
132.7905	132.8008	27187.0	32226.0	Nyctalus leisleri	0.333	0.504	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.1835	133.1953	26328.0	31720.0	Nyctalus leisleri	0.328	0.604	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.3365	133.3504	27187.0	32266.0	Nyctalus leisleri	0.303	0.536	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.4625	133.4771	25468.0	30957.0	Nyctalus leisleri	0.413	0.587	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.5625	133.5743	26328.0	32673.0	Nyctalus leisleri	0.407	0.666	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.7495	133.7623	25468.0	31528.0	Nyctalus leisleri	0.289	0.528	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
133.8465	133.859	26328.0	31220.0	Nyctalus leisleri	0.336	0.55	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.0385	134.0535	26328.0	31631.0	Nyctalus leisleri	0.282	0.632	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.0565	134.0695	25468.0	30430.0	Nyctalus leisleri	0.296	0.522	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.2425	134.2547	26328.0	33185.0	Eptesicus serotinus	0.264	0.545	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.2975	134.3117	24609.0	31318.0	Eptesicus serotinus	0.296	0.572	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.3395	134.3545	27187.0	31298.0	Nyctalus leisleri	0.343	0.564	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.3625	134.3726	25468.0	32608.0	Nyctalus leisleri	0.31	0.638	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.4115	134.4252	27187.0	32139.0	Nyctalus leisleri	0.287	0.532	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.5435	134.5537	26328.0	33272.0	Nyctalus leisleri	0.297	0.51	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.8695	134.8808	27187.0	33704.0	Eptesicus serotinus	0.263	0.645	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.9005	134.9134	26328.0	31146.0	Nyctalus leisleri	0.356	0.562	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
134.9615	134.9713	26328.0	34717.0	Nyctalus leisleri	0.349	0.64	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
135.2905	135.3036	24609.0	32872.0	Eptesicus serotinus	0.272	0.561	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
135.3565	135.3713	26328.0	29876.0	Nyctalus leisleri	0.524	0.609	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
135.6605	135.6743	24609.0	31817.0	Eptesicus serotinus	0.291	0.631	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
135.7805	135.7925	26328.0	32756.0	Nyctalus leisleri	0.339	0.637	-1	Echolocation	/mnt/ubna_data_01/recover-20220722/UBNA_013/20220722_110000.WAV	Carp Pond		
